10
-61 23 67
-43 59 75
42 -75 87
1 39 41
53 39 67
78 -97 126
-35 75 84
9
-90 -97 298
91 -81 202
-81 93 274
92 94 226
-80 95 296
91 99 227
92 87 235
-82 -85 242
85 94 293
7
88 93 136
-90 82 145
85 -86 132
-94 -90 177
-90 96 140
83 -94 156
98 -94 194
10
-84 -86 122
-95 -84 128
-90 -91 129
86 -94 129
-81 -88 121
80 -91 123
88 -89 127
-91 -93 132
92 95 134
93 82 125
10
-94 -81 126
-94 99 138
-97 -96 138
-95 -90 132
-92 -83 125
-91 85 126
92 -91 131
99 -83 131
-81 88 121
85 -82 120
10
95 -87 164
-98 -97 181
84 84 225
98 83 290
-92 -99 211
80 -98 189
-97 97 170
-98 -91 195
96 85 295
-87 94 217
1
-60 -16 195
10
80 88 121
99 98 141
93 84 128
-89 -91 129
97 -87 132
-96 -99 139
-95 -84 128
-81 -91 124
80 -83 117
95 -96 138
9
98 -91 176
-91 87 258
-87 -85 295
-98 -82 218
-86 -96 229
-87 -80 258
81 -83 221
-83 93 233
89 94 139
7
62 37 201
-48 19 123
-62 41 131
-17 2 73
-44 33 288
49 39 93
86 31 206
7
-87 95 210
84 -84 278
99 92 215
88 -82 300
82 80 259
85 -95 261
96 93 149
7
81 -99 239
91 -98 154
-93 86 211
99 91 253
94 -85 293
-97 94 227
-83 83 178
4
-88 98 159
-91 -94 152
-92 -85 221
90 -80 123
4
95 -56 230
-52 44 226
-7 -30 135
-60 -16 195
2
-97 94 227
-83 83 178
9
92 81 147
-98 89 277
95 -99 184
-98 95 218
83 -88 130
85 -95 246
-81 93 208
95 99 166
80 -89 249
3
-69 24 162
35 34 242
-19 -97 161
3
-11 43 184
-84 -90 217
14 26 296
10
97 -95 193
-99 85 281
-83 92 222
-88 92 232
81 -83 146
86 98 292
-90 -91 242
-88 82 263
99 -93 197
80 -80 127
9
18 39 120
74 37 159
82 -56 198
75 -53 183
83 -40 193
-42 -30 90
18 -26 71
-60 -21 242
-96 42 221
2
-31 -20 187
-78 -36 225
10
98 -88 133
81 -88 122
-85 -94 128
87 81 120
-83 -91 125
93 97 137
92 88 129
90 -87 128
-82 87 122
-93 90 131
10
94 97 190
93 -98 154
-82 84 137
-98 96 282
99 -91 288
-90 -81 223
-80 -97 249
-95 89 223
88 90 224
97 -97 217
4
97 98 188
82 -91 129
80 -92 269
97 87 220
9
51 -37 153
-17 19 270
99 -40 131
-11 52 143
-37 -67 234
46 -75 182
-37 -90 126
33 -3 192
-28 2 228
7
-96 97 264
-95 82 244
-85 84 263
83 91 178
96 -98 281
80 94 277
-88 89 149
3
48 32 199
-31 -20 187
-78 -36 225
5
-10 64 267
-57 -56 267
-89 89 129
-70 -56 213
-69 -59 187
3
81 -90 134
81 -89 145
81 88 200
10
4 94 300
-49 88 270
26 -76 162
-21 28 109
-20 59 140
-65 -89 134
42 92 111
28 -37 146
-32 -93 193
42 32 235
10
-98 -92 136
85 96 131
92 86 128
-99 80 129
-93 -92 133
97 -83 130
-91 84 126
97 99 141
94 -81 126
81 97 128
3
87 94 132
-80 -97 131
87 -85 123
2
-81 -86 270
86 89 143
4
-87 91 248
93 -82 215
91 -81 231
85 88 126
8
-93 -89 170
-81 90 176
89 93 173
-91 -84 239
-88 -87 247
-80 -81 144
80 87 281
-85 80 206
9
88 -94 296
-96 83 220
97 -92 280
98 92 169
84 -87 211
92 -84 129
83 96 223
-85 -99 272
-81 -85 287
10
-87 -91 127
-89 90 128
-90 95 133
-89 -91 129
83 -96 128
-99 86 134
99 99 143
99 -85 133
-89 -80 122
-89 -90 129
7
21 -19 31
71 -18 248
-13 46 59
99 91 253
54 -5 75
-57 94 269
-63 23 136
4
46 13 209
-69 24 162
35 34 242
-19 -97 161
5
43 64 117
95 -93 190
3 40 203
29 38 106
-68 -75 279
8
-94 -83 193
-83 -82 295
94 90 219
-82 -98 249
92 85 185
97 96 196
83 -82 221
-94 95 281
10
82 -91 124
86 91 127
-87 91 127
-82 83 118
84 84 120
88 92 129
90 -97 134
-92 91 131
93 -98 137
-95 94 135
10
-97 87 247
83 85 298
85 -81 207
-88 -80 194
88 -92 179
85 -92 164
89 97 171
98 -82 268
92 -83 175
92 90 223
10
82 80 137
-96 87 199
-85 -98 151
81 -90 191
-93 91 229
87 84 128
81 -96 199
84 -81 228
99 -81 290
86 96 211
3
-34 19 125
-71 -41 226
-22 60 286
10
41 -15 45
96 3 98
-8 20 23
66 -28 73
19 -79 83
93 71 119
-64 -96 117
86 18 89
-44 57 74
-31 -63 72
6
-81 96 209
-83 54 142
66 -6 295
36 10 173
-73 47 200
68 -79 170
10
80 88 120
99 98 141
93 84 127
-89 -91 129
97 -87 132
-96 -99 139
-95 -84 128
-81 -91 123
80 -83 117
95 -96 137
10
90 93 260
84 82 157
82 -82 163
90 -94 173
-84 -81 280
-98 -87 147
-94 -99 227
-94 -81 261
88 88 190
99 97 175
10
-82 80 117
96 -91 134
99 -82 130
-90 -84 125
87 86 124
-80 90 122
99 95 140
-87 -97 132
-87 -80 121
-98 81 130
6
-97 89 145
87 96 268
91 98 190
83 -85 158
-86 -81 145
80 82 140
7
-37 -86 160
-28 70 162
-67 95 165
84 -24 226
39 92 299
8 -42 115
22 80 279
10
40 -1 42
-21 84 88
-17 -72 75
87 35 95
7 -34 36
-49 -34 61
69 96 120
29 46 56
32 -91 98
48 50 71
10
98 -93 137
-97 -99 140
-81 -84 118
97 -85 130
-91 -83 125
87 99 133
98 -92 136
82 97 129
-91 99 136
-89 90 128
4
-99 85 252
-89 -82 294
-99 97 253
87 -81 229
10
-82 80 116
96 -91 134
99 -82 130
-90 -84 125
87 86 124
-80 90 122
99 95 139
-87 -97 132
-87 -80 120
-98 81 129
10
-80 -95 126
-97 -80 127
-88 84 123
-84 81 119
-99 96 140
94 -96 137
93 -99 137
80 -96 127
-97 86 131
-85 88 124
10
-87 86 124
89 83 123
-94 -94 134
-92 -80 124
-86 94 130
-98 -82 129
96 -82 128
82 -90 124
99 -88 134
84 -90 125
10
86 31 93
-91 -11 93
34 -5 36
16 84 87
79 31 86
-49 7 51
70 83 110
-24 -88 93
28 -33 45
57 -54 80
6
-60 37 266
21 -52 88
0 -76 195
-97 49 224
47 76 258
71 18 260
2
-22 85 297
-17 -96 185
10
-94 -91 300
-98 -96 150
-90 -96 172
80 90 139
94 -80 286
-92 -80 175
96 84 291
-90 99 188
-89 -90 270
-82 90 243
1
-86 91 136
8
-60 70 280
-28 83 145
-96 -90 210
-21 96 291
-36 -44 86
11 -52 151
-81 96 209
-83 54 142
4
-86 -81 145
80 82 140
-99 -91 259
-84 95 192
10
-91 -92 131
95 -91 133
93 91 132
91 -82 124
89 92 130
82 90 123
83 89 123
-82 85 120
-97 -96 138
-92 -93 132
10
83 -97 129
-82 96 128
-83 91 125
-83 -84 120
87 -82 121
83 86 121
-89 -92 130
-85 -80 118
-83 90 124
-90 -99 135
2
80 28 150
19 38 260
4
-49 -40 226
-33 -76 265
66 -44 115
53 -33 67
10
-92 -87 128
81 -87 121
97 89 134
-99 93 138
89 -97 134
-86 84 122
94 -90 133
92 83 126
-91 -88 128
95 -94 135
1
-93 -12 116
2
19 -43 150
-21 68 240
3
96 90 183
-93 87 151
88 -99 178
10
-91 92 156
-96 -85 144
88 -87 300
-89 -86 288
80 85 128
80 -97 177
81 -82 291
-82 -85 245
-92 -97 210
87 97 167
2
-60 87 206
49 -59 83
8
62 22 68
66 -19 270
-23 53 180
-16 88 205
73 -85 133
-75 34 164
16 -61 197
-22 -4 137
3
98 97 168
-82 -80 193
-99 -96 211
4
83 91 178
96 -98 281
80 94 277
-88 89 149
10
-99 80 129
-82 86 120
-99 -84 131
-93 86 128
88 -88 126
-84 -90 125
97 -86 131
84 -93 127
-84 -84 120
-89 99 135
6
-88 33 232
38 46 237
-52 45 161
-59 25 263
81 59 200
19 -56 277
7
-82 -82 215
-78 49 225
-23 -60 132
50 96 111
87 92 157
70 42 243
-71 -21 149
10
99 81 129
96 -92 216
-95 84 254
90 -84 153
-93 86 170
-90 -85 291
-81 89 213
-97 -90 202
89 88 282
81 -94 257
5
-90 -96 213
-89 -99 181
-87 95 232
-89 85 135
90 -98 193
10
-82 -94 278
-92 88 244
-97 98 175
-83 99 195
80 -88 236
86 -82 148
96 99 248
-95 -96 184
80 97 197
-87 -84 280
10
-83 -95 198
82 84 161
-85 -93 237
99 90 155
96 -89 237
-98 -87 278
-88 82 137
-93 -81 210
-93 99 240
-84 -96 228
3
23 29 203
-22 85 297
-17 -96 185
1
74 59 293
9
86 -80 296
-80 -99 208
-95 -92 153
99 92 162
83 -88 149
95 89 281
-97 80 182
86 83 198
92 98 247
4
3 20 130
-18 -32 38
-92 -8 121
-42 61 262
6
-86 -90 173
81 92 242
86 92 138
84 -91 277
90 82 168
82 94 274
10
91 -86 271
88 -98 213
-93 89 253
99 97 232
99 -84 133
89 -91 256
-98 -85 291
90 85 192
-80 -80 267
-93 93 223
10
91 90 240
-92 -93 198
95 -87 223
-84 -83 152
-81 -99 241
-96 84 236
-81 98 198
95 82 287
80 88 141
99 82 185
10
93 84 128
-98 98 140
-94 96 136
-97 95 138
-80 91 124
94 97 138
-84 96 130
94 96 137
-98 89 135
91 -80 124
2
87 81 140
98 -81 240
10
-94 -81 127
-94 99 138
-97 -96 138
-95 -90 132
-92 -83 126
-91 85 127
92 -91 132
99 -83 131
-81 88 121
85 -82 120
9
85 -97 131
-88 81 187
-88 82 298
-87 87 183
98 -97 211
92 -89 177
-90 87 139
-81 -98 142
-97 98 280
3
81 -89 198
88 95 228
86 82 221
8
85 -95 246
-81 93 208
95 99 166
80 -89 249
94 98 292
-89 99 220
97 80 188
-84 93 221
8
0 42 230
8 -13 181
-24 98 148
70 -21 158
80 -72 213
-66 88 166
26 47 169
-44 -83 198
10
86 -96 179
-80 -87 179
96 90 239
-99 90 141
-86 -82 248
82 93 133
91 -83 191
95 82 291
82 88 149
87 -93 166
10
-82 -86 121
-97 -87 132
84 97 130
82 99 130
95 81 126
91 82 124
97 -88 132
-80 81 115
-81 83 118
-94 99 138
10
-24 98 148
70 -21 158
80 -72 213
-66 88 166
26 47 169
-44 -83 198
82 -74 161
-41 -75 143
-55 89 295
11 -63 274
3
-97 89 145
87 96 268
91 98 190
6
-11 82 97
43 -33 217
-29 79 102
99 54 260
27 -37 293
55 26 163
3
86 -83 278
-83 -99 258
88 -92 284
9
-79 -71 124
-44 15 223
78 -36 144
40 -20 157
2 -19 219
-86 -35 204
51 2 106
-36 40 157
21 -3 299
10
-86 94 146
98 81 152
-90 -83 276
89 -98 197
-88 -89 217
83 -85 259
92 85 299
-98 87 270
-92 -95 171
87 -95 272
10
93 -94 288
87 -89 286
88 -84 206
90 89 277
90 96 274
-91 84 211
96 89 241
80 -80 231
85 -94 158
96 93 266
7
-94 89 161
89 91 152
95 -84 186
89 -83 269
82 -94 130
-84 88 199
87 -89 206
2
-4 -98 188
-37 -13 77
10
96 -98 140
-88 89 127
95 -81 127
-98 -98 140
-96 -82 128
89 -99 136
-80 -91 123
-88 92 130
92 80 124
95 -98 139
2
98 -96 222
92 89 176
2
-81 96 159
-96 -84 163
6
-74 -27 290
-77 62 103
18 9 232
25 35 81
32 -34 278
4 -53 55
3
91 82 179
-96 80 144
81 -83 287
1
-83 83 178
3
58 0 269
-67 52 124
48 -59 221
4
-96 95 288
81 -99 239
91 -98 154
-93 86 211
3
10 10 20
10 -10 20
-10 -10 20
2
0 0 53
30 40 102
1
19 38 260
9
-86 99 170
84 -83 192
-89 -98 236
86 -81 154
99 98 252
-86 88 262
80 -99 294
94 -95 278
-95 -82 203
10
27 33 233
76 -75 111
-93 -74 211
-41 12 197
-26 34 200
-99 -21 121
-23 -4 192
63 0 89
-61 -66 174
46 9 110
10
12 -34 38
34 73 82
42 -74 87
-83 28 89
-59 70 93
21 -52 58
62 -86 108
-37 50 64
-12 -50 53
-73 19 77
1
90 82 168
6
71 -81 153
5 68 216
-2 56 97
56 42 224
27 33 233
76 -75 111
10
47 76 258
71 18 260
63 -45 239
-6 -61 220
40 62 89
-79 -71 124
-44 15 223
78 -36 144
40 -20 157
2 -19 219
4
-84 93 274
89 99 158
86 91 162
-95 -98 178
10
96 95 297
-87 98 292
95 -85 199
-84 95 128
84 -83 150
-98 97 249
-81 -98 287
-89 88 265
-86 80 295
97 -96 185
10
-84 -86 123
-95 -84 128
-90 -91 129
86 -94 130
-81 -88 121
80 -91 123
88 -89 128
-91 -93 133
92 95 135
93 82 126
10
-89 80 236
84 85 248
-94 88 142
90 81 288
-89 -92 225
87 -95 244
90 97 284
93 80 146
-88 96 259
91 90 267
10
-94 -92 134
89 80 121
-97 -89 133
95 -86 131
93 81 125
95 88 131
-98 83 131
84 80 118
-95 81 126
80 -90 123
10
88 -45 100
87 -87 125
50 91 105
18 13 24
18 -46 51
-87 -6 89
-27 -34 45
53 -50 74
17 -29 35
-50 64 83
4
65 -22 296
-29 -81 170
-70 -95 160
-75 64 111
8
9 -13 261
-82 -82 215
-78 49 225
-23 -60 132
50 96 111
87 92 157
70 42 243
-71 -21 149
10
-82 -86 120
-97 -87 132
84 97 130
82 99 130
95 81 126
91 82 124
97 -88 132
-80 81 115
-81 83 117
-94 99 138
4
-85 -85 225
94 87 142
-87 88 181
99 82 228
3
96 82 277
87 93 251
96 -95 281
10
6 -50 222
-56 11 235
27 17 138
-10 -76 81
92 -4 164
-33 4 205
-1 14 296
29 -49 132
-86 -93 241
20 70 297
10
86 83 147
-86 88 206
99 89 230
94 -98 277
-84 -87 244
-83 -87 213
-90 -85 179
-99 -89 260
89 -99 297
-86 -95 259
8
-29 79 102
99 54 260
27 -37 293
55 26 163
-81 -35 247
-53 94 244
-84 74 285
-33 2 247
10
-88 86 207
-99 91 237
84 97 189
96 84 297
93 84 256
87 -83 264
-86 -86 165
86 89 165
94 -99 194
-97 -92 276
3
-77 -36 90
-95 -10 288
-32 -23 94
7
-98 89 257
-83 -80 137
90 96 232
87 92 157
90 82 169
-91 -81 243
-87 98 273
1
96 -95 281
3
-29 41 103
21 80 209
-86 91 136
6
49 39 93
86 31 206
-15 -18 250
15 41 271
-15 -94 228
81 -77 201
2
89 -96 212
97 -99 251
8
92 72 259
-41 -69 138
-23 -27 249
-58 -47 210
-63 -79 276
-66 -52 296
-18 -97 242
-83 -61 251
6
60 19 287
31 -25 189
9 -13 261
-82 -82 215
-78 49 225
-23 -60 132
10
-82 -97 189
95 -83 260
84 -96 157
88 97 196
92 -83 289
-90 90 154
92 89 148
-85 -92 201
85 81 285
97 -90 151
6
89 -92 135
-89 -95 133
-95 85 135
-98 -89 194
91 91 241
85 85 258
8
84 94 141
-98 86 136
-80 -91 248
-90 -86 168
-82 -97 232
90 85 248
96 -94 196
96 -85 191
8
91 -86 297
-87 86 241
-97 -94 258
-93 95 248
99 96 227
-93 88 263
94 93 223
86 -80 296
4
83 80 283
89 98 277
-88 -95 171
-95 -88 172
4
44 40 176
59 -29 279
-34 -94 229
73 -54 148
10
97 85 130
90 80 123
-82 -92 125
88 92 129
-95 -84 129
-89 81 123
80 -94 125
93 80 124
91 -97 135
93 -80 125
10
99 82 182
89 -95 201
94 88 277
83 -82 293
81 80 130
83 -84 264
-98 90 294
93 -97 147
-82 84 260
90 -88 214
10
90 -89 128
93 -88 131
-92 93 132
85 92 127
-96 -91 134
-96 99 140
84 97 130
86 -92 127
82 -94 126
97 86 132
7
-16 -72 111
-74 -27 290
-77 62 103
18 9 232
25 35 81
32 -34 278
4 -53 55
10
-93 81 152
81 -80 187
-86 -99 220
89 87 243
-83 99 202
88 94 217
-88 -87 187
81 -81 167
-86 -80 139
-91 -80 277
2
89 -98 154
97 -92 219
8
-98 -94 150
-86 -91 288
80 95 252
98 93 142
95 82 156
-84 -90 161
-92 95 140
80 -88 122
10
95 -86 130
-87 -81 120
-88 -88 126
87 -98 133
99 -87 133
-91 98 135
-82 84 119
97 86 131
-94 -94 134
92 99 137
4
73 35 176
31 -82 273
-60 19 88
8 -62 144
10
-86 -97 131
-97 -88 133
-89 -89 128
87 90 127
-98 -88 134
-88 -91 129
82 -85 120
-93 94 135
88 89 128
93 95 135
5
94 97 151
-98 -96 222
99 -91 147
-93 81 141
90 80 259
7
7 0 266
-60 -18 65
32 -68 178
14 -81 288
-17 -79 99
48 1 281
55 -71 170
9
1 -25 220
73 -63 223
-40 1 210
-88 33 232
38 46 237
-52 45 161
-59 25 263
81 59 200
19 -56 277
9
8 -61 160
33 -17 187
-16 -72 111
-74 -27 290
-77 62 103
18 9 232
25 35 81
32 -34 278
4 -53 55
6
50 -78 199
-62 -46 272
-45 -24 268
7 93 214
71 92 202
-96 40 114
2
86 93 204
83 -87 247
2
-65 39 157
-93 -12 116
5
38 46 237
-52 45 161
-59 25 263
81 59 200
19 -56 277
10
81 94 166
-83 90 230
-96 -91 183
-95 87 232
94 96 294
-84 -85 193
84 -83 195
-93 90 165
-90 92 256
80 -91 133
7
-97 82 243
98 89 152
85 95 157
92 -94 289
84 -93 199
-91 -81 246
-80 84 146
10
-91 98 135
98 -83 130
86 -94 129
98 91 135
80 -89 121
-88 92 129
83 84 120
87 88 125
-93 84 127
-81 84 118
6
-66 -90 270
41 52 279
66 72 158
86 52 214
84 -51 156
30 2 116
10
32 -34 278
4 -53 55
-31 -81 270
0 44 56
-64 5 175
-8 57 118
-75 55 128
4 44 177
91 -49 253
-53 78 235
3
11 0 272
80 28 150
19 38 260
10
-81 88 292
92 -99 183
-93 98 255
92 86 146
-95 -82 271
92 -80 226
-99 98 227
99 85 155
93 83 188
92 -92 178
10
90 -95 268
-94 -90 291
-81 98 131
-88 91 272
-95 -96 201
-85 -98 280
97 -92 185
-88 -99 289
91 89 252
82 84 297
9
55 -71 170
6 3 20
12 -39 261
69 -86 148
-28 -52 283
20 -53 249
97 22 295
85 -40 240
-95 -20 195
6
86 91 162
-95 -98 178
95 81 243
-95 -94 228
81 -97 198
-80 96 178
3
1 5 13
5 -3 13
-3 -3 13
10
59 -60 86
39 10 42
-12 10 17
22 -33 41
83 53 100
-5 9 12
91 76 120
-68 31 76
89 -65 112
-13 -10 18
6
-82 -82 215
-98 89 257
-83 -80 137
90 96 232
87 92 157
90 82 169
10
88 -83 225
97 85 237
-91 90 298
-87 -84 162
-95 81 170
-99 -97 148
95 81 191
80 -99 252
-91 -98 213
-96 99 184
10
-93 -92 295
88 89 171
86 85 202
-92 -92 145
92 -85 186
97 -89 214
-82 -84 190
-98 85 238
89 98 216
89 91 179
7
92 -88 234
94 -81 260
-97 -99 183
88 81 206
95 -91 254
86 83 296
92 -99 158
10
-85 -95 129
-98 85 131
82 88 122
88 -91 128
-89 -97 133
-94 99 138
95 -88 131
94 -95 135
-90 -99 135
-88 -87 125
10
-91 -89 207
-98 94 155
-92 94 235
97 86 168
-90 92 252
-95 -81 131
-88 -85 284
-88 87 180
92 -94 257
-83 81 259
5
83 87 162
96 -90 173
82 -88 179
96 -87 180
-91 -98 273
4
85 -90 290
-80 -80 220
-85 90 145
85 90 170
1
16 27 242
6
97 84 130
94 97 233
87 91 261
94 91 216
83 87 162
96 -90 173
10
-96 99 227
-88 -84 134
82 96 288
-99 96 187
80 -85 144
99 -92 250
-84 -97 146
88 92 209
92 92 238
-98 87 291
10
-98 -83 193
-92 89 163
99 -82 139
-99 91 282
90 88 145
-88 -90 286
-82 -86 168
-81 96 227
91 91 131
95 -88 159
10
84 31 91
33 91 98
-74 -4 76
-98 2 100
-60 -58 85
19 23 31
94 -62 114
-31 39 51
65 24 71
67 25 73
6
95 -93 178
-81 82 243
-83 -99 163
90 87 285
-89 -99 227
-95 82 153
1
10 10 16
10
93 93 221
84 93 151
97 86 282
80 84 236
80 -85 242
-88 -95 293
96 -98 232
85 89 282
84 -99 274
-84 98 256
5
86 31 206
-15 -18 250
15 41 271
-15 -94 228
81 -77 201
1
-93 86 211
10
-88 80 132
-95 -86 232
89 95 276
98 81 172
-93 82 230
-90 88 255
-98 -89 242
-96 -98 158
-97 80 249
90 93 168
10
87 -85 123
-98 92 136
88 -99 134
91 97 135
95 87 130
-88 90 127
81 -85 119
88 -80 120
86 85 122
-97 86 131
10
-91 98 136
-95 -96 138
-93 -84 127
89 -91 130
83 -91 125
93 81 126
-84 -81 119
-86 -97 131
97 -93 137
83 82 119
1
-37 -13 77
4
98 0 156
-63 -68 235
9 -74 246
60 58 130
10
99 -86 133
-96 -85 130
-98 96 139
-81 91 123
88 84 124
85 -85 123
-81 80 116
-84 -98 131
-80 87 121
94 82 126
4
16 -51 277
19 -2 139
-50 -84 206
87 26 220
10
-89 93 275
-82 -89 229
-88 81 225
-85 84 149
81 89 213
-82 96 159
94 -99 205
-85 91 212
-92 95 296
-88 -85 146
4
96 93 149
-91 82 290
83 -93 252
-89 99 259
10
-97 85 201
-98 -94 147
93 -91 198
-82 -95 298
-94 86 191
81 -82 249
-97 -96 180
97 -96 155
98 -91 197
91 -88 276
10
80 99 249
96 93 289
-95 98 277
-83 94 270
94 -94 283
-94 84 202
80 91 242
80 94 255
-97 89 140
98 93 243
5
89 -96 133
88 89 181
81 -88 195
84 -82 120
-90 84 129
10
83 -99 132
81 -87 120
87 93 129
-92 -98 136
97 97 140
-98 -88 134
84 98 131
-98 80 129
-95 -88 131
96 -90 134
8
61 74 197
56 0 128
43 19 299
97 79 155
-81 0 146
-61 -56 167
-68 -39 278
4 45 164
4
-51 96 220
75 -99 195
-15 -53 102
74 59 293
8
97 82 136
-95 -88 246
94 91 245
96 90 213
-99 -85 213
-91 82 168
84 86 143
-88 -88 134
10
82 90 123
83 -90 124
86 -82 120
85 80 118
-93 -84 127
-92 -93 132
-91 88 128
94 98 137
84 -82 119
-98 93 137
3
59 -29 279
-34 -94 229
73 -54 148
10
93 -95 217
-89 -85 239
-90 -93 228
92 -81 281
-90 -84 216
99 93 221
87 -86 255
94 -90 171
-82 -85 275
99 -88 287
10
81 87 143
87 -81 211
-92 94 168
-95 89 269
-86 94 207
86 97 133
-85 -89 187
89 -90 298
96 92 279
89 -91 171
10
-92 80 123
86 -97 132
-92 85 127
98 -97 139
-81 -82 117
-84 -87 122
-96 90 133
97 85 130
-83 -94 128
-81 91 124
2
-79 97 262
-51 -32 173
10
-99 80 129
-82 86 120
-99 -84 131
-93 86 129
88 -88 127
-84 -90 125
97 -86 132
84 -93 127
-84 -84 121
-89 99 136
10
-3 38 183
-13 33 77
12 21 67
16 34 223
76 -52 161
-9 88 131
36 -88 241
-68 27 109
31 -93 180
-78 -52 156
5
-58 -47 210
-63 -79 276
-66 -52 296
-18 -97 242
-83 -61 251
10
-80 85 199
-85 83 164
-86 82 218
-88 -82 277
-84 -81 187
-87 -84 165
80 83 213
-95 81 258
87 92 208
93 90 257
5
-95 -98 178
95 81 243
-95 -94 228
81 -97 198
-80 96 178
5
8 -52 68
56 72 123
11 91 145
10 -38 281
47 61 276
10
93 84 127
-98 98 140
-94 96 136
-97 95 137
-80 91 123
94 97 137
-84 96 129
94 96 136
-98 89 134
91 -80 123
7
-81 96 209
-83 94 222
86 -86 261
96 90 183
-93 87 151
88 -99 178
-92 -87 251
10
97 -86 131
-99 -93 138
94 -98 138
-84 -85 122
-92 -91 132
-85 93 128
-80 -99 129
-87 -90 127
