4 7 0 2
28 29 cacaca
29 30 cacaca
30 31 cacaca
31 32 cacaca
32 33 cacaca
33 34 cacaca
34 35 cacaca
35 36 cacaca
36 37 cacaca
37 38 cacaca
5 23 cacaca
38 6 cacaca
3 4 0 2
0 1 bb
1 0 bb
1 1 aa
0 2 cc
40 75 0 39
0 39 b
0 1 a
1 39 b
1 2 a
1 3 a
1 4 a
1 5 a
1 6 a
1 7 a
1 8 a
1 9 a
1 10 a
1 11 a
1 12 a
1 13 a
1 14 a
1 15 a
1 16 a
1 17 a
1 18 a
1 19 a
1 20 a
1 21 a
1 22 a
1 23 a
1 24 a
1 25 a
1 26 a
1 27 a
1 28 a
1 29 a
1 30 a
1 31 a
1 32 a
1 33 a
1 34 a
1 35 a
1 36 a
1 37 a
2 1 a
3 1 a
4 1 a
5 1 a
6 1 a
7 1 a
8 1 a
9 1 a
10 1 a
11 1 a
12 1 a
13 1 a
14 1 a
15 1 a
16 1 a
17 1 a
18 1 a
19 1 a
20 1 a
21 1 a
22 1 a
23 1 a
24 1 a
25 1 a
26 1 a
27 1 a
28 1 a
29 1 a
30 1 a
31 1 a
32 1 a
33 1 a
34 1 a
35 1 a
36 1 a
37 1 a
36 46 0 35
0 0 pp
0 0 ppp
0 1 pppp
1 0 p
0 2 pppp
2 0 ppp
0 3 pppp
3 4 pppp
4 0 ppp
0 5 pppp
5 6 pppp
6 7 pppp
7 0 p
0 8 pppp
8 9 pppp
9 10 pppp
10 11 pppp
11 0 p
0 12 pppp
12 13 pppp
13 14 pppp
14 15 pppp
15 0 ppp
0 16 pppp
16 17 pppp
17 18 pppp
18 19 pppp
19 20 pppp
20 0 ppp
0 21 pppp
21 22 pppp
22 23 pppp
23 24 pppp
24 25 pppp
25 26 pppp
26 27 pppp
27 0 p
0 28 pppp
28 29 pppp
29 30 pppp
30 31 pppp
31 32 pppp
32 33 pppp
33 34 pppp
34 0 ppp
0 35 q
40 219 0 38
0 2 ab
2 4 ab
4 6 ab
6 8 ab
8 10 ab
10 12 ab
12 14 ab
14 16 ab
16 18 ab
18 20 ab
20 22 ab
22 24 ab
24 26 ab
26 28 ab
28 30 ab
30 32 ab
32 34 ab
34 36 ab
36 38 ab
0 1 a
2 3 a
4 5 a
6 7 a
8 9 a
10 11 a
12 13 a
14 15 a
16 17 a
18 19 a
20 21 a
22 23 a
24 25 a
26 27 a
28 29 a
30 31 a
32 33 a
34 35 a
36 37 a
1 2 b
3 4 b
5 6 b
7 8 b
9 10 b
11 12 b
13 14 b
15 16 b
17 18 b
19 20 b
21 22 b
23 24 b
25 26 b
27 28 b
29 30 b
31 32 b
33 34 b
35 36 b
37 38 b
1 1 z
3 3 z
5 5 z
7 7 z
9 9 z
11 11 z
13 13 z
15 15 z
17 17 z
19 19 z
21 21 z
23 23 z
25 25 z
27 27 z
29 29 z
31 31 z
33 33 z
35 35 z
37 37 z
2 5 aba
4 7 aba
6 9 aba
8 11 aba
10 13 aba
12 15 aba
14 17 aba
16 19 aba
18 21 aba
20 23 aba
22 25 aba
24 27 aba
26 29 aba
28 31 aba
30 33 aba
32 35 aba
34 37 aba
36 39 aba
0 4 abab
2 6 abab
4 8 abab
6 10 abab
8 12 abab
10 14 abab
12 16 abab
14 18 abab
16 20 abab
18 22 abab
20 24 abab
22 26 abab
24 28 abab
26 30 abab
28 32 abab
30 34 abab
32 36 abab
34 38 abab
3 5 ba
5 7 ba
7 9 ba
9 11 ba
11 13 ba
13 15 ba
15 17 ba
17 19 ba
19 21 ba
21 23 ba
23 25 ba
25 27 ba
27 29 ba
29 31 ba
31 33 ba
33 35 ba
35 37 ba
37 39 ba
1 4 bab
3 6 bab
5 8 bab
7 10 bab
9 12 bab
11 14 bab
13 16 bab
15 18 bab
17 20 bab
19 22 bab
21 24 bab
23 26 bab
25 28 bab
27 30 bab
29 32 bab
31 34 bab
33 36 bab
35 38 bab
3 38 bababa
0 5 ababa
2 7 ababa
4 9 ababa
6 11 ababa
8 13 ababa
10 15 ababa
12 17 ababa
14 19 ababa
16 21 ababa
18 23 ababa
20 25 ababa
22 27 ababa
24 29 ababa
26 31 ababa
28 33 ababa
30 35 ababa
32 37 ababa
34 39 ababa
1 5 baba
3 7 baba
5 9 baba
7 11 baba
9 13 baba
11 15 baba
13 17 baba
15 19 baba
17 21 baba
19 23 baba
21 25 baba
23 27 baba
25 29 baba
27 31 baba
29 33 baba
31 35 baba
33 37 baba
35 39 baba
0 6 ababab
2 8 ababab
4 10 ababab
6 12 ababab
8 14 ababab
10 16 ababab
12 18 ababab
14 20 ababab
16 22 ababab
18 24 ababab
20 26 ababab
22 28 ababab
24 30 ababab
26 32 ababab
28 34 ababab
30 36 ababab
32 38 ababab
1 6 babab
3 8 babab
5 10 babab
7 12 babab
9 14 babab
11 16 babab
13 18 babab
15 20 babab
17 22 babab
19 24 babab
21 26 babab
23 28 babab
25 30 babab
27 32 babab
29 34 babab
31 36 babab
33 38 babab
40 218 0 38
0 2 ab
2 4 ab
4 6 ab
6 8 ab
8 10 ab
10 12 ab
12 14 ab
14 16 ab
16 18 ab
18 20 ab
20 22 ab
22 24 ab
24 26 ab
26 28 ab
28 30 ab
30 32 ab
32 34 ab
34 36 ab
36 38 ab
0 1 a
2 3 a
4 5 a
6 7 a
8 9 a
10 11 a
12 13 a
14 15 a
16 17 a
18 19 a
20 21 a
22 23 a
24 25 a
26 27 a
28 29 a
30 31 a
32 33 a
34 35 a
36 37 a
1 2 b
3 4 b
5 6 b
7 8 b
9 10 b
11 12 b
13 14 b
15 16 b
17 18 b
19 20 b
21 22 b
23 24 b
25 26 b
27 28 b
29 30 b
31 32 b
33 34 b
35 36 b
37 38 b
1 1 z
3 3 z
5 5 z
7 7 z
9 9 z
11 11 z
13 13 z
15 15 z
17 17 z
19 19 z
21 21 z
23 23 z
25 25 z
27 27 z
29 29 z
31 31 z
33 33 z
35 35 z
37 37 z
2 5 aba
4 7 aba
6 9 aba
8 11 aba
10 13 aba
12 15 aba
14 17 aba
16 19 aba
18 21 aba
20 23 aba
22 25 aba
24 27 aba
26 29 aba
28 31 aba
30 33 aba
32 35 aba
34 37 aba
36 39 aba
0 4 abab
2 6 abab
4 8 abab
6 10 abab
8 12 abab
10 14 abab
12 16 abab
14 18 abab
16 20 abab
18 22 abab
20 24 abab
22 26 abab
24 28 abab
26 30 abab
28 32 abab
30 34 abab
32 36 abab
34 38 abab
3 5 ba
5 7 ba
7 9 ba
9 11 ba
11 13 ba
13 15 ba
15 17 ba
17 19 ba
19 21 ba
21 23 ba
23 25 ba
25 27 ba
27 29 ba
29 31 ba
31 33 ba
33 35 ba
35 37 ba
37 39 ba
1 4 bab
3 6 bab
5 8 bab
7 10 bab
9 12 bab
11 14 bab
13 16 bab
15 18 bab
17 20 bab
19 22 bab
21 24 bab
23 26 bab
25 28 bab
27 30 bab
29 32 bab
31 34 bab
33 36 bab
35 38 bab
0 5 ababa
2 7 ababa
4 9 ababa
6 11 ababa
8 13 ababa
10 15 ababa
12 17 ababa
14 19 ababa
16 21 ababa
18 23 ababa
20 25 ababa
22 27 ababa
24 29 ababa
26 31 ababa
28 33 ababa
30 35 ababa
32 37 ababa
34 39 ababa
1 5 baba
3 7 baba
5 9 baba
7 11 baba
9 13 baba
11 15 baba
13 17 baba
15 19 baba
17 21 baba
19 23 baba
21 25 baba
23 27 baba
25 29 baba
27 31 baba
29 33 baba
31 35 baba
33 37 baba
35 39 baba
0 6 ababab
2 8 ababab
4 10 ababab
6 12 ababab
8 14 ababab
10 16 ababab
12 18 ababab
14 20 ababab
16 22 ababab
18 24 ababab
20 26 ababab
22 28 ababab
24 30 ababab
26 32 ababab
28 34 ababab
30 36 ababab
32 38 ababab
1 6 babab
3 8 babab
5 10 babab
7 12 babab
9 14 babab
11 16 babab
13 18 babab
15 20 babab
17 22 babab
19 24 babab
21 26 babab
23 28 babab
25 30 babab
27 32 babab
29 34 babab
31 36 babab
33 38 babab
21 381 0 20
0 1 bbbbbb
0 2 bbbbbb
0 3 bbbbbb
0 4 bbbbbb
0 5 bbbbbb
0 6 bbbbbb
0 7 bbbbbb
0 8 bbbbbb
0 9 bbbbbb
0 10 bbbbbb
0 11 bbbbbb
0 12 bbbbbb
0 13 bbbbbb
0 14 bbbbbb
0 15 bbbbbb
0 16 bbbbbb
0 17 bbbbbb
0 18 bbbbbb
0 19 bbbbbb
1 0 bbbbbb
1 2 bbbbbb
1 3 bbbbbb
1 4 bbbbbb
1 5 bbbbbb
1 6 bbbbbb
1 7 bbbbbb
1 8 bbbbbb
1 9 bbbbbb
1 10 bbbbbb
1 11 bbbbbb
1 12 bbbbbb
1 13 bbbbbb
1 14 bbbbbb
1 15 bbbbbb
1 16 bbbbbb
1 17 bbbbbb
1 18 bbbbbb
1 19 bbbbbb
2 0 bbbbbb
2 1 bbbbbb
2 3 bbbbbb
2 4 bbbbbb
2 5 bbbbbb
2 6 bbbbbb
2 7 bbbbbb
2 8 bbbbbb
2 9 bbbbbb
2 10 bbbbbb
2 11 bbbbbb
2 12 bbbbbb
2 13 bbbbbb
2 14 bbbbbb
2 15 bbbbbb
2 16 bbbbbb
2 17 bbbbbb
2 18 bbbbbb
2 19 bbbbbb
3 0 bbbbbb
3 1 bbbbbb
3 2 bbbbbb
3 4 bbbbbb
3 5 bbbbbb
3 6 bbbbbb
3 7 bbbbbb
3 8 bbbbbb
3 9 bbbbbb
3 10 bbbbbb
3 11 bbbbbb
3 12 bbbbbb
3 13 bbbbbb
3 14 bbbbbb
3 15 bbbbbb
3 16 bbbbbb
3 17 bbbbbb
3 18 bbbbbb
3 19 bbbbbb
4 0 bbbbbb
4 1 bbbbbb
4 2 bbbbbb
4 3 bbbbbb
4 5 bbbbbb
4 6 bbbbbb
4 7 bbbbbb
4 8 bbbbbb
4 9 bbbbbb
4 10 bbbbbb
4 11 bbbbbb
4 12 bbbbbb
4 13 bbbbbb
4 14 bbbbbb
4 15 bbbbbb
4 16 bbbbbb
4 17 bbbbbb
4 18 bbbbbb
4 19 bbbbbb
5 0 bbbbbb
5 1 bbbbbb
5 2 bbbbbb
5 3 bbbbbb
5 4 bbbbbb
5 6 bbbbbb
5 7 bbbbbb
5 8 bbbbbb
5 9 bbbbbb
5 10 bbbbbb
5 11 bbbbbb
5 12 bbbbbb
5 13 bbbbbb
5 14 bbbbbb
5 15 bbbbbb
5 16 bbbbbb
5 17 bbbbbb
5 18 bbbbbb
5 19 bbbbbb
6 0 bbbbbb
6 1 bbbbbb
6 2 bbbbbb
6 3 bbbbbb
6 4 bbbbbb
6 5 bbbbbb
6 7 bbbbbb
6 8 bbbbbb
6 9 bbbbbb
6 10 bbbbbb
6 11 bbbbbb
6 12 bbbbbb
6 13 bbbbbb
6 14 bbbbbb
6 15 bbbbbb
6 16 bbbbbb
6 17 bbbbbb
6 18 bbbbbb
6 19 bbbbbb
7 0 bbbbbb
7 1 bbbbbb
7 2 bbbbbb
7 3 bbbbbb
7 4 bbbbbb
7 5 bbbbbb
7 6 bbbbbb
7 8 bbbbbb
7 9 bbbbbb
7 10 bbbbbb
7 11 bbbbbb
7 12 bbbbbb
7 13 bbbbbb
7 14 bbbbbb
7 15 bbbbbb
7 16 bbbbbb
7 17 bbbbbb
7 18 bbbbbb
7 19 bbbbbb
8 0 bbbbbb
8 1 bbbbbb
8 2 bbbbbb
8 3 bbbbbb
8 4 bbbbbb
8 5 bbbbbb
8 6 bbbbbb
8 7 bbbbbb
8 9 bbbbbb
8 10 bbbbbb
8 11 bbbbbb
8 12 bbbbbb
8 13 bbbbbb
8 14 bbbbbb
8 15 bbbbbb
8 16 bbbbbb
8 17 bbbbbb
8 18 bbbbbb
8 19 bbbbbb
9 0 bbbbbb
9 1 bbbbbb
9 2 bbbbbb
9 3 bbbbbb
9 4 bbbbbb
9 5 bbbbbb
9 6 bbbbbb
9 7 bbbbbb
9 8 bbbbbb
9 10 bbbbbb
9 11 bbbbbb
9 12 bbbbbb
9 13 bbbbbb
9 14 bbbbbb
9 15 bbbbbb
9 16 bbbbbb
9 17 bbbbbb
9 18 bbbbbb
9 19 bbbbbb
10 0 bbbbbb
10 1 bbbbbb
10 2 bbbbbb
10 3 bbbbbb
10 4 bbbbbb
10 5 bbbbbb
10 6 bbbbbb
10 7 bbbbbb
10 8 bbbbbb
10 9 bbbbbb
10 11 bbbbbb
10 12 bbbbbb
10 13 bbbbbb
10 14 bbbbbb
10 15 bbbbbb
10 16 bbbbbb
10 17 bbbbbb
10 18 bbbbbb
10 19 bbbbbb
11 0 bbbbbb
11 1 bbbbbb
11 2 bbbbbb
11 3 bbbbbb
11 4 bbbbbb
11 5 bbbbbb
11 6 bbbbbb
11 7 bbbbbb
11 8 bbbbbb
11 9 bbbbbb
11 10 bbbbbb
11 12 bbbbbb
11 13 bbbbbb
11 14 bbbbbb
11 15 bbbbbb
11 16 bbbbbb
11 17 bbbbbb
11 18 bbbbbb
11 19 bbbbbb
12 0 bbbbbb
12 1 bbbbbb
12 2 bbbbbb
12 3 bbbbbb
12 4 bbbbbb
12 5 bbbbbb
12 6 bbbbbb
12 7 bbbbbb
12 8 bbbbbb
12 9 bbbbbb
12 10 bbbbbb
12 11 bbbbbb
12 13 bbbbbb
12 14 bbbbbb
12 15 bbbbbb
12 16 bbbbbb
12 17 bbbbbb
12 18 bbbbbb
12 19 bbbbbb
13 0 bbbbbb
13 1 bbbbbb
13 2 bbbbbb
13 3 bbbbbb
13 4 bbbbbb
13 5 bbbbbb
13 6 bbbbbb
13 7 bbbbbb
13 8 bbbbbb
13 9 bbbbbb
13 10 bbbbbb
13 11 bbbbbb
13 12 bbbbbb
13 14 bbbbbb
13 15 bbbbbb
13 16 bbbbbb
13 17 bbbbbb
13 18 bbbbbb
13 19 bbbbbb
14 0 bbbbbb
14 1 bbbbbb
14 2 bbbbbb
14 3 bbbbbb
14 4 bbbbbb
14 5 bbbbbb
14 6 bbbbbb
14 7 bbbbbb
14 8 bbbbbb
14 9 bbbbbb
14 10 bbbbbb
14 11 bbbbbb
14 12 bbbbbb
14 13 bbbbbb
14 15 bbbbbb
14 16 bbbbbb
14 17 bbbbbb
14 18 bbbbbb
14 19 bbbbbb
15 0 bbbbbb
15 1 bbbbbb
15 2 bbbbbb
15 3 bbbbbb
15 4 bbbbbb
15 5 bbbbbb
15 6 bbbbbb
15 7 bbbbbb
15 8 bbbbbb
15 9 bbbbbb
15 10 bbbbbb
15 11 bbbbbb
15 12 bbbbbb
15 13 bbbbbb
15 14 bbbbbb
15 16 bbbbbb
15 17 bbbbbb
15 18 bbbbbb
15 19 bbbbbb
16 0 bbbbbb
16 1 bbbbbb
16 2 bbbbbb
16 3 bbbbbb
16 4 bbbbbb
16 5 bbbbbb
16 6 bbbbbb
16 7 bbbbbb
16 8 bbbbbb
16 9 bbbbbb
16 10 bbbbbb
16 11 bbbbbb
16 12 bbbbbb
16 13 bbbbbb
16 14 bbbbbb
16 15 bbbbbb
16 17 bbbbbb
16 18 bbbbbb
16 19 bbbbbb
17 0 bbbbbb
17 1 bbbbbb
17 2 bbbbbb
17 3 bbbbbb
17 4 bbbbbb
17 5 bbbbbb
17 6 bbbbbb
17 7 bbbbbb
17 8 bbbbbb
17 9 bbbbbb
17 10 bbbbbb
17 11 bbbbbb
17 12 bbbbbb
17 13 bbbbbb
17 14 bbbbbb
17 15 bbbbbb
17 16 bbbbbb
17 18 bbbbbb
17 19 bbbbbb
18 0 bbbbbb
18 1 bbbbbb
18 2 bbbbbb
18 3 bbbbbb
18 4 bbbbbb
18 5 bbbbbb
18 6 bbbbbb
18 7 bbbbbb
18 8 bbbbbb
18 9 bbbbbb
18 10 bbbbbb
18 11 bbbbbb
18 12 bbbbbb
18 13 bbbbbb
18 14 bbbbbb
18 15 bbbbbb
18 16 bbbbbb
18 17 bbbbbb
18 19 bbbbbb
19 0 bbbbbb
19 1 bbbbbb
19 2 bbbbbb
19 3 bbbbbb
19 4 bbbbbb
19 5 bbbbbb
19 6 bbbbbb
19 7 bbbbbb
19 8 bbbbbb
19 9 bbbbbb
19 10 bbbbbb
19 11 bbbbbb
19 12 bbbbbb
19 13 bbbbbb
19 14 bbbbbb
19 15 bbbbbb
19 16 bbbbbb
19 17 bbbbbb
19 18 bbbbbb
19 20 bbbbby
21 381 0 20
0 1 aaaaaa
0 2 aaaaaa
0 3 aaaaaa
0 4 aaaaaa
0 5 aaaaaa
0 6 aaaaaa
0 7 aaaaaa
0 8 aaaaaa
0 9 aaaaaa
0 10 aaaaaa
0 11 aaaaaa
0 12 aaaaaa
0 13 aaaaaa
0 14 aaaaaa
0 15 aaaaaa
0 16 aaaaaa
0 17 aaaaaa
0 18 aaaaaa
0 19 aaaaaa
1 0 aaaaaa
1 2 aaaaaa
1 3 aaaaaa
1 4 aaaaaa
1 5 aaaaaa
1 6 aaaaaa
1 7 aaaaaa
1 8 aaaaaa
1 9 aaaaaa
1 10 aaaaaa
1 11 aaaaaa
1 12 aaaaaa
1 13 aaaaaa
1 14 aaaaaa
1 15 aaaaaa
1 16 aaaaaa
1 17 aaaaaa
1 18 aaaaaa
1 19 aaaaaa
2 0 aaaaaa
2 1 aaaaaa
2 3 aaaaaa
2 4 aaaaaa
2 5 aaaaaa
2 6 aaaaaa
2 7 aaaaaa
2 8 aaaaaa
2 9 aaaaaa
2 10 aaaaaa
2 11 aaaaaa
2 12 aaaaaa
2 13 aaaaaa
2 14 aaaaaa
2 15 aaaaaa
2 16 aaaaaa
2 17 aaaaaa
2 18 aaaaaa
2 19 aaaaaa
3 0 aaaaaa
3 1 aaaaaa
3 2 aaaaaa
3 4 aaaaaa
3 5 aaaaaa
3 6 aaaaaa
3 7 aaaaaa
3 8 aaaaaa
3 9 aaaaaa
3 10 aaaaaa
3 11 aaaaaa
3 12 aaaaaa
3 13 aaaaaa
3 14 aaaaaa
3 15 aaaaaa
3 16 aaaaaa
3 17 aaaaaa
3 18 aaaaaa
3 19 aaaaaa
4 0 aaaaaa
4 1 aaaaaa
4 2 aaaaaa
4 3 aaaaaa
4 5 aaaaaa
4 6 aaaaaa
4 7 aaaaaa
4 8 aaaaaa
4 9 aaaaaa
4 10 aaaaaa
4 11 aaaaaa
4 12 aaaaaa
4 13 aaaaaa
4 14 aaaaaa
4 15 aaaaaa
4 16 aaaaaa
4 17 aaaaaa
4 18 aaaaaa
4 19 aaaaaa
5 0 aaaaaa
5 1 aaaaaa
5 2 aaaaaa
5 3 aaaaaa
5 4 aaaaaa
5 6 aaaaaa
5 7 aaaaaa
5 8 aaaaaa
5 9 aaaaaa
5 10 aaaaaa
5 11 aaaaaa
5 12 aaaaaa
5 13 aaaaaa
5 14 aaaaaa
5 15 aaaaaa
5 16 aaaaaa
5 17 aaaaaa
5 18 aaaaaa
5 19 aaaaaa
6 0 aaaaaa
6 1 aaaaaa
6 2 aaaaaa
6 3 aaaaaa
6 4 aaaaaa
6 5 aaaaaa
6 7 aaaaaa
6 8 aaaaaa
6 9 aaaaaa
6 10 aaaaaa
6 11 aaaaaa
6 12 aaaaaa
6 13 aaaaaa
6 14 aaaaaa
6 15 aaaaaa
6 16 aaaaaa
6 17 aaaaaa
6 18 aaaaaa
6 19 aaaaaa
7 0 aaaaaa
7 1 aaaaaa
7 2 aaaaaa
7 3 aaaaaa
7 4 aaaaaa
7 5 aaaaaa
7 6 aaaaaa
7 8 aaaaaa
7 9 aaaaaa
7 10 aaaaaa
7 11 aaaaaa
7 12 aaaaaa
7 13 aaaaaa
7 14 aaaaaa
7 15 aaaaaa
7 16 aaaaaa
7 17 aaaaaa
7 18 aaaaaa
7 19 aaaaaa
8 0 aaaaaa
8 1 aaaaaa
8 2 aaaaaa
8 3 aaaaaa
8 4 aaaaaa
8 5 aaaaaa
8 6 aaaaaa
8 7 aaaaaa
8 9 aaaaaa
8 10 aaaaaa
8 11 aaaaaa
8 12 aaaaaa
8 13 aaaaaa
8 14 aaaaaa
8 15 aaaaaa
8 16 aaaaaa
8 17 aaaaaa
8 18 aaaaaa
8 19 aaaaaa
9 0 aaaaaa
9 1 aaaaaa
9 2 aaaaaa
9 3 aaaaaa
9 4 aaaaaa
