23 231
19 21
14 1 29 14
8 13 90 23
7 6 12 24
20 23 35 15
3 5 29 9
17 3 52 18
22 2 13 13
7 15 89 8
10 13 69 11
12 3 75 29
7 22 62 25
2 17 96 27
13 6 9 26
9 4 23 9
30 29
22 1
2 4 100 1
27 29 100 1
19 25 100 1
22 10 100 1
30 28 100 1
9 3 100 1
15 5 100 1
30 21 100 1
12 7 100 1
3 14 100 2
13 21 100 1
25 18 100 1
11 17 100 2
10 20 100 2
13 24 100 2
26 18 100 1
27 23 100 2
16 23 100 2
16 1 100 2
6 24 100 2
2 9 100 1
7 19 100 1
29 14 100 1
8 28 100 1
26 4 100 1
12 6 100 1
20 11 100 2
15 17 100 1
5 8 100 2
4 2
4 3
1 4 1 30
2 3 1 30
4 0
1 4
25 300
20 24
2 1 2 30
13 18 12 30
22 11 10 30
8 1 8 30
25 2 5 30
21 7 4 30
3 20 22 30
14 15 13 30
4 11 6 30
19 3 14 30
13 8 2 30
21 15 2 30
14 7 11 30
14 19 3 30
20 11 13 30
3 23 15 30
4 19 11 30
14 11 8 30
23 4 12 30
3 5 16 30
6 5 5 30
16 24 20 30
6 2 6 30
4 6 8 30
2 4 2 30
5 22 3 30
19 1 7 30
21 16 16 30
16 13 17 30
15 17 4 30
19 6 3 30
4 1 4 30
5 4 13 30
3 7 6 30
3 12 21 30
14 9 5 30
6 21 9 30
20 6 11 30
9 25 2 30
14 8 18 30
24 25 12 30
13 12 20 30
9 24 14 30
10 13 19 30
24 23 17 30
23 11 6 30
21 4 1 30
9 3 12 30
25 14 7 30
23 25 5 30
10 2 15 30
22 25 9 30
1 12 14 30
18 9 1 30
19 22 5 30
22 7 13 30
22 2 14 30
1 25 3 30
25 17 2 30
2 20 17 30
2 17 3 30
18 4 10 30
14 10 3 30
8 5 17 30
25 20 12 30
10 20 2 30
15 12 17 30
7 4 3 30
1 15 3 30
9 11 3 30
12 7 15 30
3 11 9 30
6 12 10 30
6 8 12 30
23 19 1 30
7 15 2 30
1 7 1 30
4 20 19 30
16 8 19 30
18 24 15 30
13 19 13 30
13 3 1 30
3 22 19 30
9 15 8 30
15 10 16 30
6 7 5 30
18 17 5 30
14 13 16 30
2 15 1 30
22 13 18 30
5 16 2 30
24 19 16 30
16 18 5 30
7 16 12 30
8 24 1 30
4 15 1 30
10 5 4 30
14 6 6 30
10 23 5 30
23 12 6 30
1 21 5 30
3 16 18 30
17 13 7 30
7 19 8 30
10 4 17 30
6 3 11 30
18 15 9 30
13 21 1 30
6 15 7 30
9 4 9 30
24 22 21 30
5 13 15 30
11 10 11 30
16 14 1 30
25 18 3 30
12 9 9 30
17 5 8 30
21 19 12 30
7 2 1 30
18 7 7 30
20 1 15 30
12 14 4 30
20 8 23 30
20 9 10 30
4 17 5 30
9 16 6 30
3 25 10 30
15 25 6 30
11 25 1 30
14 2 12 30
9 22 7 30
8 19 15 30
20 16 4 30
18 5 3 30
12 24 23 30
23 13 14 30
21 2 3 30
10 12 1 30
6 17 3 30
5 7 10 30
21 8 3 30
1 11 2 30
2 16 13 30
12 4 18 30
17 14 9 30
13 11 8 30
16 15 14 30
23 7 9 30
4 13 2 30
12 11 12 30
17 8 9 30
19 18 1 30
16 17 10 30
2 5 11 30
2 11 4 30
3 21 2 30
21 9 10 30
5 12 5 30
9 19 2 30
17 11 1 30
9 8 13 30
11 8 10 30
14 23 2 30
19 17 6 30
15 20 18 30
14 1 10 30
12 18 8 30
16 4 15 30
10 7 14 30
5 15 12 30
21 25 8 30
22 15 15 30
16 19 4 30
5 9 4 30
17 9 4 30
1 6 4 30
3 24 2 30
11 19 5 30
23 17 7 30
25 6 1 30
22 14 2 30
16 22 1 30
22 6 8 30
21 24 4 30
21 23 13 30
17 22 11 30
9 6 1 30
11 5 7 30
8 4 4 30
10 25 10 30
19 2 9 30
9 2 7 30
16 1 11 30
17 24 10 30
3 4 3 30
15 23 11 30
5 24 18 30
23 2 10 30
24 1 9 30
12 2 16 30
8 23 16 30
22 23 4 30
14 5 1 30
13 1 6 30
23 9 3 30
14 18 4 30
15 11 5 30
3 18 13 30
14 4 14 30
15 8 5 30
18 10 7 30
12 20 1 30
16 23 3 30
23 1 8 30
20 23 7 30
17 7 2 30
20 21 20 30
7 11 3 30
9 7 6 30
13 20 21 30
1 10 13 30
1 3 7 30
5 20 6 30
3 17 8 30
25 16 8 30
24 11 11 30
23 6 4 30
24 7 8 30
2 18 8 30
15 13 3 30
18 21 11 30
21 10 18 30
23 18 2 30
20 7 16 30
22 18 6 30
13 25 9 30
18 6 2 30
24 14 19 30
8 7 7 30
24 6 13 30
1 17 1 30
4 22 16 30
12 17 13 30
5 25 6 30
21 5 14 30
8 12 22 30
4 24 5 30
16 10 2 30
14 21 15 30
19 12 7 30
10 8 21 30
18 20 9 30
24 2 7 30
22 12 2 30
18 11 4 30
22 1 12 30
17 10 12 30
17 20 14 30
6 10 9 30
25 12 11 30
10 19 6 30
5 19 2 30
23 5 1 30
2 13 4 30
1 18 6 30
20 14 5 30
7 13 5 30
8 22 20 30
10 22 1 30
5 1 9 30
3 15 4 30
2 3 5 30
11 6 2 30
22 21 17 30
4 25 7 30
7 25 4 30
10 9 8 30
21 17 6 30
15 19 10 30
3 14 17 30
20 24 24 30
3 10 20 30
9 13 11 30
13 6 10 30
8 18 14 30
1 9 5 30
3 8 1 30
15 24 6 30
21 11 7 30
24 10 22 30
13 24 3 30
2 8 6 30
21 12 19 30
12 16 3 30
20 19 8 30
16 6 7 30
8 25 11 30
20 22 3 30
25 19 4 30
11 16 9 30
30 434
29 13
26 15 1 30
27 1 1 30
15 18 1 30
23 30 1 30
3 16 1 30
20 18 1 30
4 17 1 30
10 12 1 30
9 26 1 30
16 15 1 30
29 8 100 30
27 10 1 30
21 3 1 30
20 14 1 30
24 13 100 30
9 16 1 30
19 20 1 30
18 16 1 30
2 12 1 30
7 28 1 30
10 24 1 30
28 26 1 30
3 26 1 30
16 4 1 30
17 10 1 30
4 27 1 30
7 17 1 30
26 2 1 30
18 22 1 30
18 3 1 30
6 1 1 30
9 17 1 30
4 29 100 30
20 12 1 30
24 5 1 30
29 6 100 30
20 7 1 30
3 6 1 30
12 6 1 30
24 29 100 30
10 22 1 30
21 13 100 30
17 2 1 30
5 18 1 30
1 24 1 30
16 10 1 30
29 20 100 30
9 1 1 30
19 15 1 30
25 27 1 30
22 29 100 30
17 6 1 30
30 19 1 30
17 14 1 30
9 29 100 30
28 29 100 30
18 19 1 30
25 17 1 30
7 3 1 30
20 23 1 30
14 19 1 30
3 4 1 30
21 29 100 30
27 30 1 30
1 21 1 30
11 1 1 30
2 28 1 30
27 19 1 30
22 5 1 30
27 7 1 30
12 30 1 30
3 1 1 30
1 13 100 30
26 29 100 30
4 6 1 30
6 16 1 30
4 11 1 30
14 5 1 30
15 20 1 30
19 5 1 30
29 14 100 30
22 25 1 30
27 5 1 30
7 29 100 30
8 17 1 30
26 18 1 30
14 4 1 30
8 14 1 30
7 13 100 30
22 20 1 30
10 21 1 30
26 8 1 30
29 3 100 30
27 20 1 30
24 28 1 30
10 3 1 30
4 13 100 30
15 11 1 30
1 26 1 30
13 11 100 30
20 17 1 30
2 13 100 30
14 22 1 30
25 11 1 30
27 9 1 30
7 2 1 30
19 16 1 30
20 9 1 30
2 18 1 30
22 26 1 30
8 24 1 30
11 2 1 30
24 2 1 30
26 5 1 30
3 9 1 30
15 17 1 30
4 1 1 30
11 28 1 30
11 22 1 30
27 2 1 30
22 23 1 30
9 23 1 30
4 5 1 30
20 28 1 30
3 17 1 30
15 24 1 30
15 5 1 30
8 4 1 30
3 8 1 30
28 17 1 30
5 30 1 30
26 23 1 30
26 16 1 30
17 18 1 30
9 25 1 30
19 10 1 30
16 25 1 30
8 13 100 30
25 26 1 30
6 2 1 30
13 27 100 30
4 2 1 30
17 12 1 30
14 1 1 30
10 11 1 30
21 6 1 30
25 6 1 30
1 20 1 30
30 9 1 30
10 28 1 30
15 13 100 30
10 1 1 30
27 26 1 30
29 30 100 30
24 6 1 30
25 30 1 30
10 20 1 30
16 5 1 30
6 14 1 30
24 17 1 30
8 19 1 30
27 29 100 30
12 25 1 30
6 27 1 30
14 28 1 30
20 5 1 30
8 20 1 30
15 10 1 30
2 30 1 30
25 21 1 30
28 9 1 30
19 1 1 30
22 17 1 30
4 15 1 30
21 20 1 30
14 18 1 30
11 3 1 30
4 26 1 30
13 23 100 30
19 4 1 30
10 4 1 30
23 21 1 30
20 24 1 30
28 8 1 30
28 21 1 30
9 11 1 30
21 26 1 30
2 16 1 30
10 26 1 30
6 5 1 30
12 15 1 30
9 6 1 30
23 1 1 30
16 20 1 30
10 23 1 30
2 9 1 30
24 3 1 30
25 24 1 30
1 12 1 30
20 13 100 30
29 25 100 30
22 3 1 30
3 20 1 30
19 28 1 30
29 18 100 30
21 18 1 30
25 14 1 30
22 7 1 30
12 19 1 30
16 22 1 30
25 8 1 30
20 26 1 30
12 21 1 30
12 13 100 30
8 18 1 30
27 16 1 30
29 2 100 30
7 24 1 30
13 18 100 30
23 25 1 30
28 30 1 30
10 25 1 30
5 21 1 30
17 11 1 30
7 12 1 30
4 24 1 30
15 7 1 30
15 28 1 30
27 15 1 30
9 5 1 30
4 12 1 30
18 11 1 30
14 12 1 30
11 14 1 30
7 1 1 30
17 27 1 30
19 13 100 30
22 27 1 30
28 22 1 30
12 28 1 30
7 23 1 30
15 23 1 30
22 19 1 30
27 14 1 30
28 1 1 30
30 22 1 30
20 30 1 30
8 11 1 30
15 3 1 30
30 18 1 30
3 27 1 30
21 24 1 30
14 2 1 30
12 27 1 30
3 30 1 30
28 16 1 30
30 13 100 30
19 21 1 30
15 8 1 30
29 19 100 30
21 16 1 30
5 2 1 30
8 16 1 30
26 12 1 30
4 7 1 30
10 18 1 30
22 12 1 30
24 16 1 30
22 4 1 30
23 24 1 30
5 8 1 30
18 4 1 30
26 13 100 30
16 11 1 30
21 8 1 30
11 24 1 30
7 5 1 30
11 30 1 30
19 23 1 30
12 9 1 30
12 8 1 30
26 6 1 30
9 19 1 30
12 11 1 30
9 21 1 30
8 30 1 30
12 23 1 30
20 25 1 30
8 6 1 30
10 8 1 30
25 5 1 30
13 25 100 30
13 14 100 30
13 28 100 30
19 2 1 30
9 15 1 30
8 2 1 30
16 30 1 30
2 3 1 30
11 27 1 30
16 14 1 30
25 2 1 30
28 27 1 30
30 17 1 30
27 8 1 30
26 24 1 30
24 18 1 30
7 9 1 30
21 17 1 30
7 30 1 30
16 17 1 30
24 12 1 30
1 8 1 30
18 7 1 30
12 16 1 30
11 23 1 30
11 7 1 30
14 21 1 30
19 26 1 30
27 18 1 30
4 20 1 30
24 14 1 30
2 15 1 30
18 9 1 30
21 15 1 30
1 25 1 30
24 27 1 30
6 22 1 30
11 20 1 30
6 28 1 30
11 29 100 30
22 9 1 30
27 23 1 30
29 17 100 30
22 1 1 30
3 14 1 30
5 10 1 30
7 25 1 30
25 28 1 30
9 24 1 30
13 3 100 30
28 23 1 30
12 29 100 30
28 3 1 30
19 6 1 30
23 18 1 30
30 6 1 30
3 19 1 30
11 21 1 30
24 30 1 30
6 23 1 30
2 10 1 30
3 25 1 30
16 7 1 30
22 24 1 30
6 10 1 30
15 22 1 30
9 8 1 30
16 1 1 30
11 5 1 30
8 7 1 30
1 18 1 30
22 13 100 30
27 21 1 30
14 9 1 30
1 15 1 30
18 6 1 30
16 23 1 30
5 23 1 30
3 5 1 30
14 26 1 30
9 13 100 30
11 19 1 30
25 15 1 30
1 30 1 30
16 29 100 30
10 14 1 30
5 17 1 30
18 12 1 30
12 3 1 30
23 8 1 30
26 30 1 30
22 21 1 30
6 7 1 30
5 1 1 30
12 5 1 30
23 29 100 30
8 22 1 30
23 17 1 30
29 10 100 30
7 10 1 30
17 26 1 30
5 28 1 30
2 22 1 30
6 20 1 30
16 13 100 30
4 28 1 30
15 29 100 30
7 14 1 30
15 14 1 30
4 30 1 30
6 13 100 30
9 10 1 30
10 13 100 30
5 13 100 30
4 25 1 30
29 1 100 30
19 25 1 30
11 6 1 30
23 4 1 30
29 5 100 30
21 4 1 30
7 19 1 30
23 14 1 30
23 2 1 30
18 28 1 30
30 10 1 30
17 1 1 30
17 19 1 30
14 30 1 30
30 21 1 30
18 25 1 30
3 23 1 30
15 30 1 30
4 9 1 30
19 24 1 30
6 15 1 30
7 21 1 30
26 11 1 30
7 26 1 30
2 20 1 30
2 21 1 30
1 2 1 30
13 17 100 30
30 104
18 9
15 1 65 20
21 19 54 14
22 4 26 27
16 19 48 20
2 6 32 28
1 14 31 28
11 20 27 29
28 7 94 22
15 2 47 18
29 14 50 14
30 1 12 14
11 29 59 8
24 20 81 12
4 3 8 19
26 17 8 19
11 1 46 9
17 1 80 16
2 11 46 7
26 11 33 22
16 12 84 10
1 6 96 3
10 24 61 28
18 6 10 5
13 29 95 24
30 2 78 10
24 28 69 9
13 20 13 6
11 5 81 30
5 23 93 28
21 26 68 25
10 27 88 22
4 28 7 17
30 18 1 8
19 14 50 2
16 28 94 25
12 4 25 28
8 9 84 21
20 16 100 4
22 13 92 11
5 14 29 21
25 9 94 30
3 24 22 14
8 10 50 21
12 7 51 6
10 25 75 13
11 22 3 7
4 19 80 3
8 3 93 5
29 6 67 23
20 21 22 16
24 22 74 16
28 25 79 9
25 12 85 6
24 12 8 1
27 3 70 3
7 9 52 28
16 22 84 19
13 19 9 17
14 20 40 24
28 8 18 5
17 2 95 28
10 16 32 7
14 26 89 25
29 17 83 6
21 2 93 19
15 26 47 7
27 12 74 18
20 4 2 15
15 29 79 4
23 10 53 4
30 26 75 22
23 20 22 13
7 10 36 13
26 13 31 2
11 19 98 25
22 23 73 25
23 19 62 19
29 21 57 14
21 1 95 28
16 3 39 9
2 13 4 17
7 3 88 8
24 19 1 21
18 17 74 2
5 21 57 17
4 5 88 22
2 14 2 7
4 10 46 14
1 13 48 20
5 24 70 22
29 30 2 25
21 22 41 30
27 9 90 30
8 12 13 3
16 5 82 11
23 3 99 24
15 18 18 27
13 5 67 9
27 28 22 2
6 26 26 20
28 23 69 1
12 23 29 7
14 22 43 5
25 3 28 20
30 435
12 21
30 16 27 1
12 25 19 1
8 21 17 1
18 17 7 1
15 7 9 1
15 13 7 1
30 27 9 1
27 29 5 1
1 13 15 1
2 17 49 1
10 22 3 1
12 9 7 1
30 17 29 1
1 15 7 1
29 5 13 1
10 2 1 1
13 7 17 1
11 20 7 1
8 22 11 1
16 1 19 1
23 20 13 1
18 12 11 1
14 17 1 1
6 30 13 1
13 24 21 1
29 17 25 1
29 28 19 1
12 27 23 1
20 10 19 1
13 26 27 1
9 5 7 1
18 16 5 1
13 4 35 1
23 21 35 1
17 1 21 1
29 23 7 1
19 15 23 1
13 20 25 1
14 27 21 1
16 24 25 1
27 20 11 1
28 4 3 1
7 22 23 1
18 19 29 1
16 15 11 1
24 19 9 1
20 8 3 1
27 17 19 1
19 26 3 1
13 29 19 1
5 4 29 1
10 14 53 1
8 14 37 1
22 9 43 1
7 26 9 1
25 15 1 1
7 3 13 1
25 2 33 1
30 24 1 1
2 29 23 1
26 2 15 1
20 28 13 1
4 23 23 1
22 1 25 1
28 16 43 1
18 13 1 1
16 22 45 1
22 27 27 1
23 11 21 1
9 29 21 1
10 27 31 1
15 22 33 1
20 3 21 1
26 18 25 1
24 25 11 1
24 22 19 1
9 16 1 1
9 20 27 1
21 17 53 1
20 1 9 1
21 19 15 1
2 9 45 1
23 25 1 1
1 30 7 1
16 27 17 1
13 16 3 1
4 26 7 1
23 10 33 1
25 20 15 1
10 29 25 1
26 28 11 1
29 30 3 1
15 20 17 1
3 29 15 1
21 28 7 1
26 22 13 1
13 14 7 1
1 9 17 1
13 11 33 1
22 6 3 1
26 30 3 1
5 15 1 1
27 15 5 1
6 3 33 1
21 22 5 1
21 30 23 1
9 17 3 1
26 24 5 1
24 8 7 1
14 9 5 1
26 5 21 1
25 11 23 1
1 11 17 1
28 13 39 1
20 7 7 1
2 4 7 1
17 23 17 1
27 18 11 1
8 25 19 1
19 4 3 1
8 2 13 1
12 3 13 1
17 25 15 1
3 11 29 1
16 23 15 1
9 28 41 1
18 8 27 1
19 3 27 1
6 23 25 1
21 6 9 1
19 13 31 1
14 2 51 1
13 2 43 1
20 26 1 1
29 12 29 1
19 29 11 1
28 22 1 1
22 30 17 1
25 1 5 1
5 27 7 1
10 24 23 1
9 21 49 1
8 13 29 1
26 11 5 1
3 18 1 1
2 11 9 1
5 12 15 1
18 6 35 1
30 25 13 1
9 25 11 1
22 25 31 1
8 19 1 1
15 8 21 1
3 16 7 1
8 9 31 1
3 13 3 1
11 22 7 1
18 28 37 1
14 18 9 1
8 30 5 1
10 17 51 1
24 7 3 1
5 8 23 1
29 22 21 1
2 23 31 1
27 11 19 1
15 28 31 1
17 4 41 1
14 22 49 1
1 5 9 1
9 3 5 1
5 30 17 1
13 10 45 1
23 30 11 1
14 20 33 1
10 25 35 1
27 8 15 1
4 14 43 1
7 25 7 1
28 1 23 1
12 17 3 1
27 28 25 1
8 11 3 1
30 10 21 1
3 15 3 1
1 2 27 1
24 11 11 1
26 1 11 1
21 13 47 1
26 3 23 1
14 29 27 1
19 10 13 1
18 23 9 1
5 22 35 1
25 16 13 1
12 11 43 1
21 10 1 1
17 11 39 1
20 17 31 1
21 3 43 1
12 20 35 1
15 18 5 1
7 27 3 1
1 21 31 1
16 17 1 1
10 11 11 1
28 17 45 1
20 24 3 1
6 8 7 1
21 7 29 1
1 7 1 1
26 14 35 1
16 11 37 1
28 14 47 1
8 10 15 1
3 1 11 1
20 4 9 1
29 1 3 1
20 16 29 1
13 9 1 1
28 24 17 1
24 3 17 1
5 3 1 1
12 23 21 1
4 6 1 1
9 4 37 1
22 20 15 1
15 11 25 1
29 20 5 1
27 1 1 1
25 5 3 1
20 5 19 1
17 6 43 1
7 4 17 1
30 11 9 1
5 11 27 1
28 7 21 1
25 19 21 1
9 10 47 1
4 18 33 1
19 30 7 1
13 23 11 1
3 30 19 1
3 22 37 1
24 6 15 1
28 25 29 1
14 3 11 1
1 12 25 1
6 20 11 1
29 4 15 1
4 30 11 1
25 27 3 1
26 21 19 1
29 21 27 1
13 30 23 1
22 4 5 1
10 5 39 1
14 24 29 1
24 1 5 1
26 8 1 1
3 23 7 1
4 16 39 1
5 18 3 1
5 23 5 1
11 7 15 1
21 25 37 1
28 6 1 1
21 15 39 1
3 8 25 1
23 27 1 1
19 9 33 1
27 2 29 1
10 26 17 1
10 4 9 1
1 8 13 1
11 21 13 1
15 23 3 1
23 28 27 1
19 7 13 1
5 2 37 1
10 12 55 1
14 25 17 1
2 12 53 1
14 11 41 1
13 25 9 1
6 26 9 1
21 2 3 1
19 28 7 1
7 29 1 1
14 7 25 1
19 17 37 1
1 23 3 1
30 2 19 1
7 6 19 1
17 24 27 1
15 4 27 1
18 30 21 1
9 30 25 1
15 9 9 1
3 2 39 1
11 4 1 1
8 29 9 1
28 2 3 1
30 20 1 1
22 12 51 1
15 2 35 1
6 13 37 1
26 29 7 1
22 19 9 1
15 30 15 1
26 12 37 1
12 19 41 1
4 25 25 1
30 7 5 1
18 29 17 1
17 7 23 1
5 13 5 1
7 23 5 1
14 1 23 1
26 27 13 1
9 24 23 1
3 25 5 1
24 18 19 1
13 22 41 1
12 16 5 1
23 24 9 1
21 14 55 1
3 27 9 1
24 15 13 1
11 6 3 1
18 11 31 1
19 16 35 1
16 5 9 1
21 27 33 1
12 15 17 1
16 8 33 1
12 7 27 1
15 6 29 1
6 12 47 1
22 18 39 1
10 16 49 1
24 12 31 1
14 6 45 1
22 2 1 1
8 12 39 1
30 12 33 1
29 15 11 1
11 28 5 1
6 25 27 1
1 6 21 1
13 12 9 1
12 28 49 1
14 19 39 1
14 30 31 1
8 4 5 1
7 5 11 1
8 28 9 1
18 10 43 1
14 23 19 1
15 10 37 1
17 26 33 1
22 23 29 1
15 26 19 1
29 11 13 1
2 19 11 1
8 17 35 1
30 28 15 1
4 21 11 1
19 20 5 1
10 3 41 1
1 4 19 1
14 12 1 1
9 26 29 1
24 2 21 1
23 8 17 1
9 6 39 1
20 2 17 1
9 23 13 1
4 24 13 1
3 4 31 1
5 28 33 1
5 6 31 1
17 3 9 1
18 21 45 1
1 19 15 1
11 19 1 1
6 16 41 1
10 28 5 1
1 10 29 1
14 5 13 1
23 19 19 1
21 12 57 1
24 27 7 1
6 19 5 1
21 24 25 1
13 27 13 1
7 18 15 1
17 13 5 1
15 14 15 1
4 27 21 1
18 1 13 1
9 27 15 1
21 5 41 1
24 5 15 1
2 18 41 1
11 9 35 1
7 10 27 1
16 14 3 1
26 25 17 1
17 5 11 1
9 7 19 1
6 27 23 1
17 15 13 1
20 21 21 1
17 22 47 1
18 25 7 1
8 7 11 1
26 16 31 1
21 16 51 1
23 26 15 1
6 29 17 1
16 7 21 1
27 19 17 1
19 5 25 1
28 3 35 1
10 6 7 1
29 16 23 1
4 12 45 1
16 2 47 1
6 2 5 1
25 29 9 1
18 9 3 1
7 2 25 1
24 29 1 1
18 20 23 1
30 104
16 3
22 17 8 1
10 7 8 1
9 10 9 1
7 3 5 1
14 13 2 1
25 5 9 1
18 8 5 1
27 26 9 1
18 17 2 1
26 14 3 1
2 6 1 1
18 19 6 1
12 13 4 1
16 21 2 1
4 22 5 1
27 16 1 1
20 1 6 1
2 11 7 1
30 17 3 1
12 16 3 1
21 25 5 1
12 26 5 1
19 30 7 1
5 28 5 1
22 15 6 1
20 11 9 1
24 10 10 1
11 17 10 1
9 1 3 1
23 4 1 1
18 7 6 1
22 2 8 1
15 28 7 1
29 28 3 1
17 10 1 1
10 4 7 1
6 14 4 1
20 18 4 1
20 28 5 1
21 26 7 1
13 29 8 1
1 4 10 1
6 21 8 1
5 13 7 1
5 22 4 1
28 2 9 1
23 17 4 1
29 22 2 1
13 27 8 1
11 4 7 1
22 20 7 1
17 28 6 1
28 4 3 1
10 20 3 1
30 8 3 1
6 27 10 1
25 14 1 1
11 5 3 1
5 6 3 1
25 29 10 1
16 14 4 1
30 20 5 1
20 23 3 1
2 25 7 1
22 19 6 1
3 9 3 1
10 19 5 1
11 29 1 1
1 8 1 1
23 19 2 1
30 7 4 1
18 24 8 1
13 2 5 1
26 29 6 1
13 15 6 1
15 23 8 1
27 25 7 1
29 23 4 1
7 1 2 1
3 8 7 1
28 19 4 1
5 26 5 1
1 24 4 1
30 9 5 1
30 24 6 1
25 15 8 1
2 26 3 1
26 15 4 1
10 8 7 1
15 11 5 1
6 15 2 1
11 19 8 1
30 4 9 1
23 5 6 1
9 18 7 1
12 6 6 1
21 13 6 1
24 3 1 1
2 23 10 1
19 1 8 1
29 6 4 1
1 17 4 1
4 18 8 1
12 25 3 1
30 59
23 18
17 7 3 2
6 8 7 15
9 30 5 13
24 22 38 26
13 27 50 14
6 30 20 4
5 22 71 28
17 2 69 30
16 13 14 5
9 28 84 23
14 2 70 11
10 24 42 22
1 22 93 2
24 8 8 10
13 24 70 22
21 12 56 24
17 20 67 12
14 15 80 9
26 7 19 3
29 2 77 2
28 13 48 14
16 19 10 7
21 10 95 10
20 23 66 25
21 22 58 21
4 2 59 15
12 29 56 28
15 13 86 7
11 1 34 25
17 6 15 17
10 3 20 21
7 27 65 1
2 19 75 18
4 14 83 24
23 14 56 16
25 4 56 16
13 21 91 30
20 30 92 19
29 15 79 12
25 7 80 10
4 13 30 16
9 14 85 8
25 12 2 23
17 3 25 20
18 1 76 3
1 10 100 4
6 28 66 14
10 5 29 24
2 23 3 4
13 26 95 18
11 8 84 12
27 17 58 24
29 11 58 10
8 19 51 13
26 14 46 19
8 5 91 21
24 9 14 23
6 10 19 10
19 28 40 23
30 104
25 13
12 27 100 1
8 29 100 1
8 4 100 1
3 19 100 1
28 7 100 1
2 3 100 1
15 1 100 1
7 12 100 1
28 10 100 1
25 9 100 1
16 24 100 1
1 21 100 1
5 10 100 1
27 5 100 1
3 11 100 1
17 5 100 1
2 15 100 1
3 4 100 1
10 23 100 1
6 7 100 1
22 12 100 1
3 9 100 1
8 9 100 1
4 15 100 1
2 25 100 1
7 23 100 1
23 26 100 1
14 28 100 1
27 24 100 1
23 14 100 1
13 28 100 1
1 27 100 1
13 23 100 1
17 12 100 1
25 4 100 1
1 17 100 1
16 11 100 1
26 18 100 1
7 30 100 1
29 16 100 1
